MSISDN,CurrentOfferCode,NewOfferCode
0901000492,MIX_100,MIX_500
0901000493,MIX_100,MIX_500
0901000494,MIX_100,MIX_500
0901000495,MIX_100,MIX_500
0901000496,MIX_100,MIX_500
0901000497,MIX_100,MIX_500
0901000498,MIX_100,MIX_500
0901000499,MIX_100,MIX_500
0901000500,MIX_100,MIX_500
,MIX_500,
0901000502,MIX_100,MIX_500
0901000503,MIX_100,MIX_500
0901000504,MIX_100,MIX_500
0901000505,MIX_100,MIX_500
0901000506,MIX_100,MIX_500
0901000507,MIX_100,MIX_500
0901000508,MIX_100,MIX_500
0901000509,MIX_100,MIX_500
0901000510,MIX_100,MIX_500
0901000511,MIX_100,MIX_500
0901000512,MIX_100,MIX_500
0901000513,MIX_100,MIX_500
0901000514,MIX_100,MIX_500
0901000515,MIX_100,MIX_500
0901000516,MIX_100,MIX_500
0901000517,MIX_100,MIX_500
0901000518,MIX_100,MIX_500
0901000519,MIX_100,MIX_500
0901000520,MIX_100,MIX_500
0901000521,MIX_100,MIX_500
0901000522,MIX_100,MIX_500
0901000523,MIX_100,MIX_500
0901000524,MIX_100,MIX_500
0901000525,MIX_100,MIX_500
0901000526,MIX_100,MIX_500
0901000527,MIX_100,MIX_500
0901000528,MIX_100,MIX_500
0901000529,MIX_100,MIX_500
0901000530,MIX_100,MIX_500
0901000531,MIX_100,MIX_500
0901000532,MIX_100,MIX_500
0901000533,MIX_100,MIX_500
0901000534,MIX_100,MIX_500
0901000535,MIX_100,MIX_500
0901000536,MIX_100,MIX_500
0901000537,MIX_100,MIX_500
0901000538,MIX_100,MIX_500
0901000539,MIX_100,MIX_500
0901000540,MIX_100,MIX_500
0901000541,MIX_100,MIX_500
0901000542,MIX_100,MIX_500
0901000543,MIX_100,MIX_500
0901000544,MIX_100,MIX_500
0901000545,MIX_100,MIX_500
0901000546,MIX_100,MIX_500
0901000547,MIX_100,MIX_500
0901000548,MIX_100,MIX_500
0901000549,MIX_100,MIX_500
0901000550,MIX_100,MIX_500
0901000551,MIX_100,MIX_500
0901000552,MIX_100,MIX_500
0901000553,MIX_100,MIX_500
0901000554,MIX_100,MIX_500
0901000555,MIX_100,MIX_500
0901000556,MIX_100,MIX_500
0901000557,MIX_100,MIX_500
0901000558,MIX_100,MIX_500
0901000559,MIX_100,MIX_500
0901000560,MIX_100,MIX_500
0901000561,MIX_100,MIX_500
0901000562,MIX_100,MIX_500
0901000563,MIX_100,MIX_500
0901000564,MIX_100,MIX_500
0901000565,MIX_100,MIX_500
0901000566,MIX_100,MIX_500
0901000567,MIX_100,MIX_500
0901000568,MIX_100,MIX_500
0901000569,MIX_100,MIX_500
0901000570,MIX_100,MIX_500
0901000571,MIX_100,MIX_500
0901000572,MIX_100,MIX_500
0901000573,MIX_100,MIX_500
0901000574,MIX_100,MIX_500
0901000575,MIX_100,MIX_500
0901000576,MIX_100,MIX_500
0901000577,MIX_100,MIX_500
0901000578,MIX_100,MIX_500
0901000579,MIX_100,MIX_500
0901000580,MIX_100,MIX_500
0901000581,MIX_100,MIX_500
0901000582,MIX_100,MIX_500
0901000583,MIX_100,MIX_500
0901000584,MIX_100,MIX_500
0901000585,MIX_100,MIX_500
0901000586,MIX_100,MIX_500
0901000587,MIX_100,MIX_500
0901000588,MIX_100,MIX_500
0901000589,MIX_100,MIX_500
0901000590,MIX_100,MIX_500
0901000591,MIX_100,MIX_500
0901000592,MIX_100,MIX_500
0901000593,MIX_100,MIX_500
0901000594,MIX_100,MIX_500
0901000595,MIX_100,MIX_500
0901000596,MIX_100,MIX_500
0901000597,MIX_100,MIX_500
0901000598,MIX_100,MIX_500
0901000599,MIX_100,MIX_500
,MIX_500,
0901000601,MIX_100,MIX_500
0901000602,MIX_100,MIX_500
0901000603,MIX_100,MIX_500
0901000604,MIX_100,MIX_500
0901000605,MIX_100,MIX_500
0901000606,MIX_100,MIX_500
0901000607,MIX_100,MIX_500
0901000608,MIX_100,MIX_500
0901000609,MIX_100,MIX_500
0901000610,MIX_100,MIX_500
0901000611,MIX_100,MIX_500
0901000612,MIX_100,MIX_500
0901000613,MIX_100,MIX_500
0901000614,MIX_100,MIX_500
0901000615,MIX_100,MIX_500
0901000616,MIX_100,MIX_500
0901000617,MIX_100,MIX_500
0901000618,MIX_100,MIX_500
0901000619,MIX_100,MIX_500
0901000620,MIX_100,MIX_500
0901000621,MIX_100,MIX_500
0901000622,MIX_100,MIX_500
0901000623,MIX_100,MIX_500
0901000624,MIX_100,MIX_500
0901000625,MIX_100,MIX_500
0901000626,MIX_100,MIX_500
0901000627,MIX_100,MIX_500
0901000628,MIX_100,MIX_500
0901000629,MIX_100,MIX_500
0901000630,MIX_100,MIX_500
0901000631,MIX_100,MIX_500
0901000632,MIX_100,MIX_500
0901000633,MIX_100,MIX_500
0901000634,MIX_100,MIX_500
0901000635,MIX_100,MIX_500
0901000636,MIX_100,MIX_500
0901000637,MIX_100,MIX_500
0901000638,MIX_100,MIX_500
0901000639,MIX_100,MIX_500
0901000640,MIX_100,MIX_500
0901000641,MIX_100,MIX_500
0901000642,MIX_100,MIX_500
0901000643,MIX_100,MIX_500
0901000644,MIX_100,MIX_500
0901000645,MIX_100,MIX_500
0901000646,MIX_100,MIX_500
0901000647,MIX_100,MIX_500
0901000648,MIX_100,MIX_500
0901000649,MIX_100,MIX_500
0901000650,MIX_100,MIX_500
0901000651,MIX_100,MIX_500
0901000652,MIX_100,MIX_500
0901000653,MIX_100,MIX_500
0901000654,MIX_100,MIX_500
0901000655,MIX_100,MIX_500
0901000656,MIX_100,MIX_500
0901000657,MIX_100,MIX_500
0901000658,MIX_100,MIX_500
0901000659,MIX_100,MIX_500
0901000660,MIX_100,MIX_500
0901000661,MIX_100,MIX_500
0901000662,MIX_100,MIX_500
0901000663,MIX_100,MIX_500
0901000664,MIX_100,MIX_500
0901000665,MIX_100,MIX_500
0901000666,MIX_100,MIX_500
0901000667,MIX_100,MIX_500
0901000668,MIX_100,MIX_500
0901000669,MIX_100,MIX_500
0901000670,MIX_100,MIX_500
0901000671,MIX_100,MIX_500
0901000672,MIX_100,MIX_500
0901000673,MIX_100,MIX_500
0901000674,MIX_100,MIX_500
0901000675,MIX_100,MIX_500
0901000676,MIX_100,MIX_500
0901000677,MIX_100,MIX_500
0901000678,MIX_100,MIX_500
0901000679,MIX_100,MIX_500
0901000680,MIX_100,MIX_500
0901000681,MIX_100,MIX_500
0901000682,MIX_100,MIX_500
0901000683,MIX_100,MIX_500
0901000684,MIX_100,MIX_500
0901000685,MIX_100,MIX_500
0901000686,MIX_100,MIX_500
0901000687,MIX_100,MIX_500
0901000688,MIX_100,MIX_500
0901000689,MIX_100,MIX_500
0901000690,MIX_100,MIX_500
0901000691,MIX_100,MIX_500
0901000692,MIX_100,MIX_500
0901000693,MIX_100,MIX_500
0901000694,MIX_100,MIX_500
0901000695,MIX_100,MIX_500
0901000696,MIX_100,MIX_500
0901000697,MIX_100,MIX_500
0901000698,MIX_100,MIX_500
0901000699,MIX_100,MIX_500
0901000700,MIX_100,MIX_500
0901000701,MIX_100,MIX_500
0901000702,MIX_100,MIX_500
0901000703,MIX_100,MIX_500
0901000704,MIX_100,MIX_500
0901000705,MIX_100,MIX_500
0901000706,MIX_100,MIX_500
0901000707,MIX_100,MIX_500
0901000708,MIX_100,MIX_500
0901000709,MIX_100,MIX_500
0901000710,MIX_100,MIX_500
0901000711,MIX_100,MIX_500
0901000712,MIX_100,MIX_500
0901000713,MIX_100,MIX_500
0901000714,MIX_100,MIX_500
0901000715,MIX_100,MIX_500
0901000716,MIX_100,MIX_500
0901000717,MIX_100,MIX_500
0901000718,MIX_100,MIX_500
0901000719,MIX_100,MIX_500
0901000720,MIX_100,MIX_500
0901000721,MIX_100,MIX_500
0901000722,MIX_100,MIX_500
0901000723,MIX_100,MIX_500
0901000724,MIX_100,MIX_500
0901000725,MIX_100,MIX_500
0901000726,MIX_100,MIX_500
0901000727,MIX_100,MIX_500
0901000728,MIX_100,MIX_500
0901000729,MIX_100,MIX_500
0901000730,MIX_100,MIX_500
0901000731,MIX_100,MIX_500
0901000732,MIX_100,MIX_500
0901000733,MIX_100,MIX_500
0901000734,MIX_100,MIX_500
0901000735,MIX_100,MIX_500
0901000736,MIX_100,MIX_500
0901000737,MIX_100,MIX_500
0901000738,MIX_100,MIX_500
0901000739,MIX_100,MIX_500
0901000740,MIX_100,MIX_500
0901000741,MIX_100,MIX_500
0901000742,MIX_100,MIX_500
0901000743,MIX_100,MIX_500
0901000744,MIX_100,MIX_500
0901000745,MIX_100,MIX_500
0901000746,MIX_100,MIX_500
0901000747,MIX_100,MIX_500
0901000748,MIX_100,MIX_500
0901000749,MIX_100,MIX_500
0901000750,MIX_100,MIX_500
0901000751,MIX_100,MIX_500
0901000752,MIX_100,MIX_500
0901000753,MIX_100,MIX_500
0901000754,MIX_100,MIX_500
0901000755,MIX_100,MIX_500
0901000756,MIX_100,MIX_500
0901000757,MIX_100,MIX_500
0901000758,MIX_100,MIX_500
0901000759,MIX_100,MIX_500
0901000760,MIX_100,MIX_500
0901000761,MIX_100,MIX_500
0901000762,MIX_100,MIX_500
0901000763,MIX_100,MIX_500
0901000764,MIX_100,MIX_500
0901000765,MIX_100,MIX_500
0901000766,MIX_100,MIX_500
0901000767,MIX_100,MIX_500
0901000768,MIX_100,MIX_500
0901000769,MIX_100,MIX_500
0901000770,MIX_100,MIX_500
0901000771,MIX_100,MIX_500
0901000772,MIX_100,MIX_500
0901000773,MIX_100,MIX_500
0901000774,MIX_100,MIX_500
0901000775,MIX_100,MIX_500
0901000776,MIX_100,MIX_500
0901000777,MIX_100,MIX_500
0901000778,MIX_100,MIX_500
0901000779,MIX_100,MIX_500
0901000780,MIX_100,MIX_500
0901000781,MIX_100,MIX_500
0901000782,MIX_100,MIX_500
0901000783,MIX_100,MIX_500
0901000784,MIX_100,MIX_500
0901000785,MIX_100,MIX_500
0901000786,MIX_100,MIX_500
0901000787,MIX_100,MIX_500
0901000788,MIX_100,MIX_500
0901000789,MIX_100,MIX_500
0901000790,MIX_100,MIX_500
0901000791,MIX_100,MIX_500
0901000792,MIX_100,MIX_500
0901000793,MIX_100,MIX_500
0901000794,MIX_100,MIX_500
0901000795,MIX_100,MIX_500
0901000796,MIX_100,MIX_500
0901000797,MIX_100,MIX_500
0901000798,MIX_100,MIX_500
0901000799,MIX_100,MIX_500
0901000800,MIX_100,MIX_500
,MIX_500,
0901000802,MIX_100,MIX_500
0901000803,MIX_100,MIX_500
0901000804,MIX_100,MIX_500
0901000805,MIX_100,MIX_500
0901000806,MIX_100,MIX_500
0901000807,MIX_100,MIX_500
0901000808,MIX_100,MIX_500
0901000809,MIX_100,MIX_500
0901000810,MIX_100,MIX_500
0901000811,MIX_100,MIX_500
0901000812,MIX_100,MIX_500
0901000813,MIX_100,MIX_500
0901000814,MIX_100,MIX_500
0901000815,MIX_100,MIX_500
0901000816,MIX_100,MIX_500
0901000817,MIX_100,MIX_500
0901000818,MIX_100,MIX_500
0901000819,MIX_100,MIX_500
0901000820,MIX_100,MIX_500
0901000821,MIX_100,MIX_500
0901000822,MIX_100,MIX_500
