CustomerCode,FullNameAr,FullNameEn,NationalId,CustomerType
CST01000136,Bulk Customer AR 1000136,Bulk Customer 1000136,1001000136,Individual
CST01000137,Bulk Customer AR 1000137,Bulk Customer 1000137,1001000137,Individual
CST01000138,Bulk Customer AR 1000138,Bulk Customer 1000138,1001000138,Individual
CST01000139,Bulk Customer AR 1000139,Bulk Customer 1000139,1001000139,Individual
CST01000140,Bulk Customer AR 1000140,Bulk Customer 1000140,1001000140,Individual
CST01000141,Bulk Customer AR 1000141,Bulk Customer 1000141,1001000141,Individual
CST01000142,Bulk Customer AR 1000142,Bulk Customer 1000142,1001000142,Individual
CST01000143,Bulk Customer AR 1000143,Bulk Customer 1000143,1001000143,Individual
CST01000144,Bulk Customer AR 1000144,Bulk Customer 1000144,1001000144,Individual
CST01000145,Bulk Customer AR 1000145,Bulk Customer 1000145,1001000145,Individual
CST01000146,Bulk Customer AR 1000146,Bulk Customer 1000146,1001000146,Individual
CST01000147,Bulk Customer AR 1000147,Bulk Customer 1000147,1001000147,Individual
CST01000148,Bulk Customer AR 1000148,Bulk Customer 1000148,1001000148,Individual
CST01000149,Bulk Customer AR 1000149,Bulk Customer 1000149,1001000149,Individual
CST01000150,Bulk Customer AR 1000150,Bulk Customer 1000150,1001000150,Individual
CST01000151,Bulk Customer AR 1000151,Bulk Customer 1000151,1001000151,Individual
CST01000152,Bulk Customer AR 1000152,Bulk Customer 1000152,1001000152,Individual
CST01000153,Bulk Customer AR 1000153,Bulk Customer 1000153,1001000153,Individual
CST01000154,Bulk Customer AR 1000154,Bulk Customer 1000154,1001000154,Individual
CST01000155,Bulk Customer AR 1000155,Bulk Customer 1000155,1001000155,Individual
CST01000156,Bulk Customer AR 1000156,Bulk Customer 1000156,1001000156,Individual
CST01000157,Bulk Customer AR 1000157,Bulk Customer 1000157,1001000157,Individual
CST01000158,Bulk Customer AR 1000158,Bulk Customer 1000158,1001000158,Individual
CST01000159,Bulk Customer AR 1000159,Bulk Customer 1000159,1001000159,Individual
CST01000160,Bulk Customer AR 1000160,Bulk Customer 1000160,1001000160,Individual
CST01000161,Bulk Customer AR 1000161,Bulk Customer 1000161,1001000161,Individual
CST01000162,Bulk Customer AR 1000162,Bulk Customer 1000162,1001000162,Individual
CST01000163,Bulk Customer AR 1000163,Bulk Customer 1000163,1001000163,Individual
CST01000164,Bulk Customer AR 1000164,Bulk Customer 1000164,1001000164,Individual
CST01000165,Bulk Customer AR 1000165,Bulk Customer 1000165,1001000165,Individual
CST01000166,Bulk Customer AR 1000166,Bulk Customer 1000166,1001000166,Individual
CST01000167,Bulk Customer AR 1000167,Bulk Customer 1000167,1001000167,Individual
CST01000168,Bulk Customer AR 1000168,Bulk Customer 1000168,1001000168,Individual
CST01000169,Bulk Customer AR 1000169,Bulk Customer 1000169,1001000169,Individual
CST01000170,Bulk Customer AR 1000170,Bulk Customer 1000170,1001000170,Individual
CST01000171,Bulk Customer AR 1000171,Bulk Customer 1000171,1001000171,Individual
CST01000172,Bulk Customer AR 1000172,Bulk Customer 1000172,1001000172,Individual
CST01000173,Bulk Customer AR 1000173,Bulk Customer 1000173,1001000173,Individual
CST01000174,Bulk Customer AR 1000174,Bulk Customer 1000174,1001000174,Individual
CST01000175,Bulk Customer AR 1000175,Bulk Customer 1000175,1001000175,Individual
CST01000176,Bulk Customer AR 1000176,Bulk Customer 1000176,1001000176,Individual
CST01000177,Bulk Customer AR 1000177,Bulk Customer 1000177,1001000177,Individual
CST01000178,Bulk Customer AR 1000178,Bulk Customer 1000178,1001000178,Individual
CST01000179,Bulk Customer AR 1000179,Bulk Customer 1000179,1001000179,Individual
CST01000180,Bulk Customer AR 1000180,Bulk Customer 1000180,1001000180,Individual
CST01000181,Bulk Customer AR 1000181,Bulk Customer 1000181,1001000181,Individual
CST01000182,Bulk Customer AR 1000182,Bulk Customer 1000182,1001000182,Individual
CST01000183,Bulk Customer AR 1000183,Bulk Customer 1000183,1001000183,Individual
CST01000184,Bulk Customer AR 1000184,Bulk Customer 1000184,1001000184,Individual
CST01000185,Bulk Customer AR 1000185,Bulk Customer 1000185,1001000185,Individual
CST01000186,Bulk Customer AR 1000186,Bulk Customer 1000186,1001000186,Individual
CST01000187,Bulk Customer AR 1000187,Bulk Customer 1000187,1001000187,Individual
CST01000188,Bulk Customer AR 1000188,Bulk Customer 1000188,1001000188,Individual
CST01000189,Bulk Customer AR 1000189,Bulk Customer 1000189,1001000189,Individual
CST01000190,Bulk Customer AR 1000190,Bulk Customer 1000190,1001000190,Individual
CST01000191,Bulk Customer AR 1000191,Bulk Customer 1000191,1001000191,Individual
CST01000192,Bulk Customer AR 1000192,Bulk Customer 1000192,1001000192,Individual
CST01000193,Bulk Customer AR 1000193,Bulk Customer 1000193,1001000193,Individual
CST01000194,Bulk Customer AR 1000194,Bulk Customer 1000194,1001000194,Individual
CST01000195,Bulk Customer AR 1000195,Bulk Customer 1000195,1001000195,Individual
CST01000196,Bulk Customer AR 1000196,Bulk Customer 1000196,1001000196,Individual
CST01000197,Bulk Customer AR 1000197,Bulk Customer 1000197,1001000197,Individual
CST01000198,Bulk Customer AR 1000198,Bulk Customer 1000198,1001000198,Individual
CST01000199,Bulk Customer AR 1000199,Bulk Customer 1000199,1001000199,Individual
CST01000200,Bulk Customer AR 1000200,Bulk Customer 1000200,1001000200,Individual
,,,,
CST01000202,Bulk Customer AR 1000202,Bulk Customer 1000202,1001000202,Individual
CST01000203,Bulk Customer AR 1000203,Bulk Customer 1000203,1001000203,Individual
CST01000204,Bulk Customer AR 1000204,Bulk Customer 1000204,1001000204,Individual
CST01000205,Bulk Customer AR 1000205,Bulk Customer 1000205,1001000205,Individual
CST01000206,Bulk Customer AR 1000206,Bulk Customer 1000206,1001000206,Individual
CST01000207,Bulk Customer AR 1000207,Bulk Customer 1000207,1001000207,Individual
CST01000208,Bulk Customer AR 1000208,Bulk Customer 1000208,1001000208,Individual
CST01000209,Bulk Customer AR 1000209,Bulk Customer 1000209,1001000209,Individual
CST01000210,Bulk Customer AR 1000210,Bulk Customer 1000210,1001000210,Individual
CST01000211,Bulk Customer AR 1000211,Bulk Customer 1000211,1001000211,Individual
CST01000212,Bulk Customer AR 1000212,Bulk Customer 1000212,1001000212,Individual
CST01000213,Bulk Customer AR 1000213,Bulk Customer 1000213,1001000213,Individual
CST01000214,Bulk Customer AR 1000214,Bulk Customer 1000214,1001000214,Individual
CST01000215,Bulk Customer AR 1000215,Bulk Customer 1000215,1001000215,Individual
CST01000216,Bulk Customer AR 1000216,Bulk Customer 1000216,1001000216,Individual
CST01000217,Bulk Customer AR 1000217,Bulk Customer 1000217,1001000217,Individual
CST01000218,Bulk Customer AR 1000218,Bulk Customer 1000218,1001000218,Individual
CST01000219,Bulk Customer AR 1000219,Bulk Customer 1000219,1001000219,Individual
CST01000220,Bulk Customer AR 1000220,Bulk Customer 1000220,1001000220,Individual
CST01000221,Bulk Customer AR 1000221,Bulk Customer 1000221,1001000221,Individual
CST01000222,Bulk Customer AR 1000222,Bulk Customer 1000222,1001000222,Individual
CST01000223,Bulk Customer AR 1000223,Bulk Customer 1000223,1001000223,Individual
CST01000224,Bulk Customer AR 1000224,Bulk Customer 1000224,1001000224,Individual
CST01000225,Bulk Customer AR 1000225,Bulk Customer 1000225,1001000225,Individual
CST01000226,Bulk Customer AR 1000226,Bulk Customer 1000226,1001000226,Individual
CST01000227,Bulk Customer AR 1000227,Bulk Customer 1000227,1001000227,Individual
CST01000228,Bulk Customer AR 1000228,Bulk Customer 1000228,1001000228,Individual
CST01000229,Bulk Customer AR 1000229,Bulk Customer 1000229,1001000229,Individual
CST01000230,Bulk Customer AR 1000230,Bulk Customer 1000230,1001000230,Individual
CST01000231,Bulk Customer AR 1000231,Bulk Customer 1000231,1001000231,Individual
CST01000232,Bulk Customer AR 1000232,Bulk Customer 1000232,1001000232,Individual
CST01000233,Bulk Customer AR 1000233,Bulk Customer 1000233,1001000233,Individual
CST01000234,Bulk Customer AR 1000234,Bulk Customer 1000234,1001000234,Individual
CST01000235,Bulk Customer AR 1000235,Bulk Customer 1000235,1001000235,Individual
CST01000236,Bulk Customer AR 1000236,Bulk Customer 1000236,1001000236,Individual
CST01000237,Bulk Customer AR 1000237,Bulk Customer 1000237,1001000237,Individual
CST01000238,Bulk Customer AR 1000238,Bulk Customer 1000238,1001000238,Individual
CST01000239,Bulk Customer AR 1000239,Bulk Customer 1000239,1001000239,Individual
CST01000240,Bulk Customer AR 1000240,Bulk Customer 1000240,1001000240,Individual
CST01000241,Bulk Customer AR 1000241,Bulk Customer 1000241,1001000241,Individual
CST01000242,Bulk Customer AR 1000242,Bulk Customer 1000242,1001000242,Individual
CST01000243,Bulk Customer AR 1000243,Bulk Customer 1000243,1001000243,Individual
CST01000244,Bulk Customer AR 1000244,Bulk Customer 1000244,1001000244,Individual
CST01000245,Bulk Customer AR 1000245,Bulk Customer 1000245,1001000245,Individual
CST01000246,Bulk Customer AR 1000246,Bulk Customer 1000246,1001000246,Individual
CST01000247,Bulk Customer AR 1000247,Bulk Customer 1000247,1001000247,Individual
CST01000248,Bulk Customer AR 1000248,Bulk Customer 1000248,1001000248,Individual
CST01000249,Bulk Customer AR 1000249,Bulk Customer 1000249,1001000249,Individual
CST01000250,Bulk Customer AR 1000250,Bulk Customer 1000250,1001000250,Individual
CST01000251,Bulk Customer AR 1000251,Bulk Customer 1000251,1001000251,Individual
CST01000252,Bulk Customer AR 1000252,Bulk Customer 1000252,1001000252,Individual
CST01000253,Bulk Customer AR 1000253,Bulk Customer 1000253,1001000253,Individual
CST01000254,Bulk Customer AR 1000254,Bulk Customer 1000254,1001000254,Individual
CST01000255,Bulk Customer AR 1000255,Bulk Customer 1000255,1001000255,Individual
CST01000256,Bulk Customer AR 1000256,Bulk Customer 1000256,1001000256,Individual
CST01000257,Bulk Customer AR 1000257,Bulk Customer 1000257,1001000257,Individual
CST01000258,Bulk Customer AR 1000258,Bulk Customer 1000258,1001000258,Individual
CST01000259,Bulk Customer AR 1000259,Bulk Customer 1000259,1001000259,Individual
CST01000260,Bulk Customer AR 1000260,Bulk Customer 1000260,1001000260,Individual
CST01000261,Bulk Customer AR 1000261,Bulk Customer 1000261,1001000261,Individual
CST01000262,Bulk Customer AR 1000262,Bulk Customer 1000262,1001000262,Individual
CST01000263,Bulk Customer AR 1000263,Bulk Customer 1000263,1001000263,Individual
CST01000264,Bulk Customer AR 1000264,Bulk Customer 1000264,1001000264,Individual
CST01000265,Bulk Customer AR 1000265,Bulk Customer 1000265,1001000265,Individual
CST01000266,Bulk Customer AR 1000266,Bulk Customer 1000266,1001000266,Individual
CST01000267,Bulk Customer AR 1000267,Bulk Customer 1000267,1001000267,Individual
CST01000268,Bulk Customer AR 1000268,Bulk Customer 1000268,1001000268,Individual
CST01000269,Bulk Customer AR 1000269,Bulk Customer 1000269,1001000269,Individual
CST01000270,Bulk Customer AR 1000270,Bulk Customer 1000270,1001000270,Individual
CST01000271,Bulk Customer AR 1000271,Bulk Customer 1000271,1001000271,Individual
CST01000272,Bulk Customer AR 1000272,Bulk Customer 1000272,1001000272,Individual
CST01000273,Bulk Customer AR 1000273,Bulk Customer 1000273,1001000273,Individual
CST01000274,Bulk Customer AR 1000274,Bulk Customer 1000274,1001000274,Individual
CST01000275,Bulk Customer AR 1000275,Bulk Customer 1000275,1001000275,Individual
CST01000276,Bulk Customer AR 1000276,Bulk Customer 1000276,1001000276,Individual
CST01000277,Bulk Customer AR 1000277,Bulk Customer 1000277,1001000277,Individual
CST01000278,Bulk Customer AR 1000278,Bulk Customer 1000278,1001000278,Individual
CST01000279,Bulk Customer AR 1000279,Bulk Customer 1000279,1001000279,Individual
CST01000280,Bulk Customer AR 1000280,Bulk Customer 1000280,1001000280,Individual
CST01000281,Bulk Customer AR 1000281,Bulk Customer 1000281,1001000281,Individual
CST01000282,Bulk Customer AR 1000282,Bulk Customer 1000282,1001000282,Individual
CST01000283,Bulk Customer AR 1000283,Bulk Customer 1000283,1001000283,Individual
CST01000284,Bulk Customer AR 1000284,Bulk Customer 1000284,1001000284,Individual
CST01000285,Bulk Customer AR 1000285,Bulk Customer 1000285,1001000285,Individual
CST01000286,Bulk Customer AR 1000286,Bulk Customer 1000286,1001000286,Individual
CST01000287,Bulk Customer AR 1000287,Bulk Customer 1000287,1001000287,Individual
CST01000288,Bulk Customer AR 1000288,Bulk Customer 1000288,1001000288,Individual
CST01000289,Bulk Customer AR 1000289,Bulk Customer 1000289,1001000289,Individual
CST01000290,Bulk Customer AR 1000290,Bulk Customer 1000290,1001000290,Individual
CST01000291,Bulk Customer AR 1000291,Bulk Customer 1000291,1001000291,Individual
CST01000292,Bulk Customer AR 1000292,Bulk Customer 1000292,1001000292,Individual
CST01000293,Bulk Customer AR 1000293,Bulk Customer 1000293,1001000293,Individual
CST01000294,Bulk Customer AR 1000294,Bulk Customer 1000294,1001000294,Individual
CST01000295,Bulk Customer AR 1000295,Bulk Customer 1000295,1001000295,Individual
CST01000296,Bulk Customer AR 1000296,Bulk Customer 1000296,1001000296,Individual
CST01000297,Bulk Customer AR 1000297,Bulk Customer 1000297,1001000297,Individual
CST01000298,Bulk Customer AR 1000298,Bulk Customer 1000298,1001000298,Individual
CST01000299,Bulk Customer AR 1000299,Bulk Customer 1000299,1001000299,Individual
CST01000300,Bulk Customer AR 1000300,Bulk Customer 1000300,1001000300,Individual
,,,,
CST01000302,Bulk Customer AR 1000302,Bulk Customer 1000302,1001000302,Individual
CST01000303,Bulk Customer AR 1000303,Bulk Customer 1000303,1001000303,Individual
CST01000304,Bulk Customer AR 1000304,Bulk Customer 1000304,1001000304,Individual
CST01000305,Bulk Customer AR 1000305,Bulk Customer 1000305,1001000305,Individual
CST01000306,Bulk Customer AR 1000306,Bulk Customer 1000306,1001000306,Individual
CST01000307,Bulk Customer AR 1000307,Bulk Customer 1000307,1001000307,Individual
CST01000308,Bulk Customer AR 1000308,Bulk Customer 1000308,1001000308,Individual
CST01000309,Bulk Customer AR 1000309,Bulk Customer 1000309,1001000309,Individual
CST01000310,Bulk Customer AR 1000310,Bulk Customer 1000310,1001000310,Individual
CST01000311,Bulk Customer AR 1000311,Bulk Customer 1000311,1001000311,Individual
CST01000312,Bulk Customer AR 1000312,Bulk Customer 1000312,1001000312,Individual
CST01000313,Bulk Customer AR 1000313,Bulk Customer 1000313,1001000313,Individual
CST01000314,Bulk Customer AR 1000314,Bulk Customer 1000314,1001000314,Individual
CST01000315,Bulk Customer AR 1000315,Bulk Customer 1000315,1001000315,Individual
CST01000316,Bulk Customer AR 1000316,Bulk Customer 1000316,1001000316,Individual
CST01000317,Bulk Customer AR 1000317,Bulk Customer 1000317,1001000317,Individual
CST01000318,Bulk Customer AR 1000318,Bulk Customer 1000318,1001000318,Individual
CST01000319,Bulk Customer AR 1000319,Bulk Customer 1000319,1001000319,Individual
CST01000320,Bulk Customer AR 1000320,Bulk Customer 1000320,1001000320,Individual
CST01000321,Bulk Customer AR 1000321,Bulk Customer 1000321,1001000321,Individual
CST01000322,Bulk Customer AR 1000322,Bulk Customer 1000322,1001000322,Individual
CST01000323,Bulk Customer AR 1000323,Bulk Customer 1000323,1001000323,Individual
CST01000324,Bulk Customer AR 1000324,Bulk Customer 1000324,1001000324,Individual
CST01000325,Bulk Customer AR 1000325,Bulk Customer 1000325,1001000325,Individual
CST01000326,Bulk Customer AR 1000326,Bulk Customer 1000326,1001000326,Individual
CST01000327,Bulk Customer AR 1000327,Bulk Customer 1000327,1001000327,Individual
CST01000328,Bulk Customer AR 1000328,Bulk Customer 1000328,1001000328,Individual
CST01000329,Bulk Customer AR 1000329,Bulk Customer 1000329,1001000329,Individual
CST01000330,Bulk Customer AR 1000330,Bulk Customer 1000330,1001000330,Individual
CST01000331,Bulk Customer AR 1000331,Bulk Customer 1000331,1001000331,Individual
CST01000332,Bulk Customer AR 1000332,Bulk Customer 1000332,1001000332,Individual
CST01000333,Bulk Customer AR 1000333,Bulk Customer 1000333,1001000333,Individual
CST01000334,Bulk Customer AR 1000334,Bulk Customer 1000334,1001000334,Individual
CST01000335,Bulk Customer AR 1000335,Bulk Customer 1000335,1001000335,Individual
CST01000336,Bulk Customer AR 1000336,Bulk Customer 1000336,1001000336,Individual
CST01000337,Bulk Customer AR 1000337,Bulk Customer 1000337,1001000337,Individual
CST01000338,Bulk Customer AR 1000338,Bulk Customer 1000338,1001000338,Individual
CST01000339,Bulk Customer AR 1000339,Bulk Customer 1000339,1001000339,Individual
CST01000340,Bulk Customer AR 1000340,Bulk Customer 1000340,1001000340,Individual
CST01000341,Bulk Customer AR 1000341,Bulk Customer 1000341,1001000341,Individual
CST01000342,Bulk Customer AR 1000342,Bulk Customer 1000342,1001000342,Individual
